from_address,to_address,amount_previous_transaction_of_sender,eth_value,block_timestamp,scam_adx
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,244,5.15630127,2015-08-22 13:23:26 UTC,
0x394e252ed98a303d084a5717e2e49e382e0b907d,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,5.59637871,2015-08-22 13:23:26 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,277,9.99996387,2015-08-22 18:15:43 UTC,
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xafc7751980c0f035a1be4135e02d9a1b96c4a6ad,1712,462.40463,2015-08-22 17:46:36 UTC,
0xd9c4a7022acb3543826b6c1667fad470f65f262e,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,4,539.99395,2015-08-22 06:52:13 UTC,
0x7001c4730b81a539ef8b760a3eeb14c64515137b,0x32be343b94f860124dc4fee278fdcbd38c102d88,13,20.7150772,2015-08-22 19:18:52 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,285,112.04179864000001,2015-08-22 19:18:52 UTC,
0x4a29df8a7967b36664f256f18dacf2e58e9f1e7e,0x32be343b94f860124dc4fee278fdcbd38c102d88,13,95.17372655,2015-08-22 19:18:52 UTC,
0xc6c676946c54b5e7c31a07a079166c488bf06dd7,0x32be343b94f860124dc4fee278fdcbd38c102d88,9,227.99881768,2015-08-22 14:00:58 UTC,
0xd5bf64b3b17fb895536953efe17578a8b7b16880,0x32be343b94f860124dc4fee278fdcbd38c102d88,9,99.998817679999988,2015-08-22 14:00:58 UTC,
0x89ea4c778d3f3d6be70883bb9995d41bd4c453ab,0x32be343b94f860124dc4fee278fdcbd38c102d88,11,2.99881768,2015-08-22 14:00:58 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,213,4.99884281,2015-08-22 09:58:50 UTC,
0x6d84df1cfad609eac476cbc2553390bfc23cf6fc,0x32be343b94f860124dc4fee278fdcbd38c102d88,15,841.99877966000008,2015-08-22 15:20:14 UTC,
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xc557b4a4380b69196d6cf08bf42b8fc2d0aef083,1657,81.826,2015-08-22 02:32:25 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,292,9.99876938,2015-08-22 20:12:22 UTC,
0x9252f10822221afe05035227d96a9b5b2b50349b,0x32be343b94f860124dc4fee278fdcbd38c102d88,7,391.19876844,2015-08-22 14:25:49 UTC,
0x564c5e4d7b857bb6960fdbab6c47c18a235c18ab,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,0,14.99895,2015-08-22 14:05:19 UTC,
